Date,Price
2022-08-18,1100.0
2022-08-19,1100.0
2022-08-20,1100.0
2022-08-21,1100.0
2022-08-22,1550.0
2022-08-23,1700.0
2022-08-24,1650.0
2022-08-25,1750.0
2022-08-26,1350.0
2022-08-27,1650.0
2022-08-28,1650.0
2022-08-29,1750.0
2022-08-30,1500.0
2022-08-31,1500.0
2022-09-01,2350.0
2022-09-02,3175.0
2022-09-03,2900.0
2022-09-04,3250.0
2022-09-05,2700.0
2022-09-06,2250.0
2022-09-07,1900.0
2022-09-08,1900.0
2022-09-09,2100.0
2022-09-10,3375.0
2022-09-11,3225.0
2022-09-12,4100.0
2022-09-13,4075.0
2022-09-14,2900.0
2022-09-15,3775.0
2022-09-16,3675.0
2022-09-17,3750.0
2022-09-18,3875.0
2022-09-19,3550.0
2022-09-20,3375.0
2022-09-21,2900.0
2022-09-22,3250.0
2022-09-23,2700.0
2022-09-24,2650.0
2022-09-25,2300.0
2022-09-26,2650.0
2022-09-27,3650.0
2022-09-28,2900.0
2022-09-29,2900.0
2022-09-30,3600.0
2022-10-01,3475.0
2022-10-02,3350.0
2022-10-03,3350.0
2022-10-04,3800.0
2022-10-05,3800.0
2022-10-06,3575.0
2022-10-07,3350.0
2022-10-08,3800.0
2022-10-09,3100.0
2022-10-10,3100.0
2022-10-11,3250.0
2022-10-12,3400.0
2022-10-13,3250.0
2022-10-14,3775.0
2022-10-15,3650.0
2022-10-16,3350.0
2022-10-17,3100.0
2022-10-18,3100.0
2022-10-19,3100.0
2022-10-20,3100.0
2022-10-21,3100.0
2022-10-22,3100.0
2022-10-23,2350.0
2022-10-24,2100.0
2022-10-25,1700.0
2022-10-26,1700.0
2022-10-27,1700.0
2022-10-28,1350.0
2022-10-29,1400.0
2022-10-30,1350.0
2022-10-31,1350.0
2022-11-01,1500.0
2022-11-02,1300.0
2022-11-03,1350.0
2022-11-04,1500.0
2022-11-05,1300.0
2022-11-06,1100.0
2022-11-07,1100.0
2022-11-08,1300.0
2022-11-09,1100.0
2022-11-10,1100.0
2022-11-11,1100.0
2022-11-12,1100.0
2022-11-13,1100.0
2022-11-14,900.0
2022-11-15,900.0
2022-11-16,1100.0
2022-11-17,900.0
2022-11-18,1150.0
2022-11-19,1575.0
2022-11-20,1300.0
2022-11-21,1550.0
2022-11-22,1350.0
2022-11-23,1350.0
2022-11-24,1350.0
2022-11-25,1200.0
2022-11-26,1150.0
2022-11-27,1250.0
2022-11-28,1250.0
2022-11-29,1250.0
2022-11-30,1100.0
2022-12-01,1250.0
2022-12-02,1200.0
2022-12-03,1150.0
2022-12-04,1200.0
2022-12-05,1150.0
2022-12-06,1100.0
2022-12-07,750.0
2022-12-08,1100.0
2022-12-09,1000.0
2022-12-10,1075.0
2022-12-11,1175.0
2022-12-12,1150.0
2022-12-13,1150.0
2022-12-14,900.0
2022-12-15,1050.0
2022-12-16,1050.0
2022-12-17,900.0
2022-12-18,1000.0
2022-12-19,1150.0
2022-12-20,1075.0
2022-12-21,900.0
2022-12-22,925.0
2022-12-23,925.0
2022-12-24,550.0
2022-12-25,750.0
2022-12-26,875.0
2022-12-27,900.0
2022-12-28,650.0
2022-12-29,875.0
2022-12-30,775.0
2022-12-31,775.0
2023-01-01,825.0
2023-01-02,900.0
2023-01-03,725.0
2023-01-04,650.0
2023-01-05,725.0
2023-01-06,725.0
2023-01-07,725.0
2023-01-08,725.0
2023-01-09,725.0
2023-01-10,875.0
2023-01-11,550.0
2023-01-12,750.0
2023-01-13,975.0
2023-01-14,750.0
2023-01-15,700.0
2023-01-16,1100.0
2023-01-17,700.0
2023-01-18,700.0
2023-01-19,750.0
2023-01-20,650.0
2023-01-21,1100.0
2023-01-22,750.0
2023-01-23,900.0
2023-01-24,1500.0
2023-01-25,1100.0
2023-01-26,1100.0
2023-01-27,1100.0
2023-01-28,1250.0
2023-01-29,1250.0
2023-01-30,1250.0
2023-01-31,1100.0
2023-02-01,900.0
2023-02-02,900.0
2023-02-03,750.0
2023-02-04,750.0
2023-02-05,750.0
2023-02-06,1250.0
2023-02-07,1100.0
2023-02-08,1100.0
2023-02-09,1900.0
2023-02-10,900.0
2023-02-11,1550.0
2023-02-12,900.0
2023-02-13,1750.0
2023-02-14,1100.0
2023-02-15,1700.0
2023-02-16,1300.0
2023-02-17,1300.0
2023-02-18,1300.0
2023-02-19,1500.0
2023-02-20,1500.0
2023-02-21,1700.0
2023-02-22,1300.0
2023-02-23,1300.0
2023-02-24,1350.0
2023-02-25,1350.0
2023-02-26,1500.0
2023-02-27,1300.0
2023-02-28,1300.0
2023-03-01,1500.0
2023-03-02,1900.0
2023-03-03,1500.0
2023-03-04,1500.0
2023-03-05,1500.0
2023-03-06,1100.0
2023-03-07,1100.0
2023-03-08,1500.0
2023-03-09,1900.0
2023-03-10,1100.0
2023-03-11,1100.0
2023-03-12,1100.0
2023-03-13,1100.0
2023-03-14,1100.0
2023-03-15,1100.0
2023-03-16,1100.0
2023-03-17,1100.0
2023-03-18,1300.0
2023-03-19,1100.0
2023-03-20,1500.0
2023-03-21,1500.0
2023-03-22,1100.0
2023-03-23,1100.0
2023-03-24,1250.0
2023-03-25,2700.0
2023-03-26,1500.0
2023-03-27,1300.0
2023-03-28,1300.0
2023-03-29,1300.0
2023-03-30,1100.0
2023-03-31,1300.0
2023-04-01,1300.0
2023-04-02,1300.0
2023-04-03,1400.0
2023-04-04,1500.0
2023-04-05,1100.0
2023-04-06,1100.0
2023-04-07,1100.0
2023-04-08,900.0
2023-04-09,900.0
2023-04-10,900.0
2023-04-11,1100.0
2023-04-12,900.0
2023-04-13,1100.0
2023-04-14,900.0
2023-04-15,900.0
2023-04-16,1100.0
2023-04-17,1100.0
2023-04-18,1300.0
2023-04-19,1100.0
2023-04-20,1400.0
2023-04-21,1350.0
2023-04-22,1100.0
2023-04-23,900.0
2023-04-24,900.0
2023-04-25,1200.0
2023-04-26,900.0
2023-04-27,1200.0
2023-04-28,1100.0
2023-04-29,1100.0
2023-04-30,1100.0
2023-05-01,1100.0
2023-05-02,1750.0
2023-05-03,1100.0
2023-05-04,1350.0
2023-05-05,1150.0
2023-05-06,700.0
2023-05-07,900.0
2023-05-08,1100.0
2023-05-09,1900.0
2023-05-10,750.0
2023-05-11,900.0
2023-05-12,1100.0
2023-05-13,900.0
2023-05-14,1100.0
2023-05-15,900.0
2023-05-16,1100.0
2023-05-17,1100.0
2023-05-18,900.0
2023-05-19,900.0
2023-05-20,1350.0
2023-05-21,1550.0
2023-05-22,1550.0
2023-05-23,1100.0
2023-05-24,900.0
2023-05-25,1100.0
2023-05-26,1450.0
2023-05-27,1850.0
2023-05-28,1600.0
2023-05-29,1900.0
2023-05-30,2150.0
2023-05-31,2900.0
2023-06-01,2450.0
2023-06-02,2450.0
2023-06-03,2550.0
2023-06-04,1900.0
2023-06-05,2100.0
2023-06-06,2850.0
2023-06-07,2100.0
2023-06-08,3150.0
2023-06-09,3150.0
2023-06-10,2100.0
2023-06-11,2100.0
2023-06-12,3750.0
2023-06-13,2900.0
2023-06-14,2900.0
2023-06-15,4025.0
2023-06-16,3250.0
2023-06-17,3850.0
2023-06-18,3850.0
2023-06-19,5000.0
2023-06-20,3850.0
2023-06-21,3100.0
2023-06-22,3100.0
2023-06-23,4400.0
2023-06-24,4350.0
2023-06-25,4925.0
2023-06-26,6425.0
2023-06-27,7375.0
2023-06-28,6250.0
2023-06-29,7075.0
2023-06-30,8175.0
2023-07-01,8221.59090909091
2023-07-02,8268.181818181818
2023-07-03,8314.772727272728
2023-07-04,8361.363636363636
2023-07-05,8407.954545454546
2023-07-06,8454.545454545454
2023-07-07,8501.136363636364
2023-07-08,8547.727272727272
2023-07-09,8594.318181818182
2023-07-10,8640.90909090909
2023-07-11,8687.5
2023-07-12,8734.09090909091
2023-07-13,8780.681818181818
2023-07-14,8827.272727272728
2023-07-15,8873.863636363636
2023-07-16,8920.454545454546
2023-07-17,8967.045454545454
2023-07-18,9013.636363636364
2023-07-19,9060.227272727272
2023-07-20,9106.818181818182
2023-07-21,9153.409090909092
2023-07-22,9200.0
2023-07-23,9200.0
2023-07-24,9084.21052631579
2023-07-25,8968.421052631578
2023-07-26,8852.631578947368
2023-07-27,8736.842105263158
2023-07-28,8621.052631578947
2023-07-29,8505.263157894737
2023-07-30,8389.473684210527
2023-07-31,8273.684210526317
2023-08-01,8157.894736842105
2023-08-02,8042.105263157895
2023-08-03,7926.315789473684
2023-08-04,7810.526315789473
2023-08-05,7694.736842105263
2023-08-06,7578.9473684210525
2023-08-07,7463.157894736842
2023-08-08,7347.368421052632
2023-08-09,7231.578947368422
2023-08-10,7115.789473684211
2023-08-11,7000.0
2023-08-12,6000.0
2023-08-13,4700.0
2023-08-14,5175.0
2023-08-15,5175.0
2023-08-16,4750.0
2023-08-17,4475.0
2023-08-18,4125.0
2023-08-19,4075.0
2023-08-20,3375.0
2023-08-21,3375.0
2023-08-22,3825.0
2023-08-23,2750.0
2023-08-24,3425.0
2023-08-25,2650.0
2023-08-26,2350.0
2023-08-27,2250.0
2023-08-28,2525.0
2023-08-29,2675.0
2023-08-30,1900.0
2023-08-31,1725.0
2023-09-01,1725.0
2023-09-02,1625.0
2023-09-03,1625.0
2023-09-04,1625.0
2023-09-05,1625.0
2023-09-06,1800.0
2023-09-07,1625.0
2023-09-08,1525.0
2023-09-09,1425.0
2023-09-10,1525.0
2023-09-11,1625.0
2023-09-12,1525.0
2023-09-13,1250.0
2023-09-14,1300.0
2023-09-15,1250.0
2023-09-16,1200.0
2023-09-17,1400.0
2023-09-18,1350.0
2023-09-19,1350.0
2023-09-20,1250.0
2023-09-21,1325.0
2023-09-22,1325.0
2023-09-23,1250.0
2023-09-24,1400.0
2023-09-25,1300.0
2023-09-26,1425.0
2023-09-27,1250.0
2023-09-28,1325.0
2023-09-29,1200.0
2023-09-30,1325.0
2023-10-01,1300.0
2023-10-02,1250.0
2023-10-03,1300.0
2023-10-04,1100.0
2023-10-05,1300.0
2023-10-06,900.0
2023-10-07,1200.0
2023-10-08,1375.0
2023-10-09,1350.0
2023-10-10,1475.0
2023-10-11,1250.0
2023-10-12,1450.0
2023-10-13,1525.0
2023-10-14,1525.0
2023-10-15,1525.0
2023-10-16,1650.0
2023-10-17,1250.0
2023-10-18,1437.5
2023-10-19,1625.0
2023-10-20,1525.0
2023-10-21,1600.0
2023-10-22,1800.0
2023-10-23,2000.0
2023-10-24,2091.6666666666665
2023-10-25,2183.3333333333335
2023-10-26,2275.0
2023-10-27,2375.0
2023-10-28,2375.0
2023-10-29,1925.0
2023-10-30,2675.0
2023-10-31,2775.0
2023-11-01,2250.0
2023-11-02,2250.0
2023-11-03,3375.0
2023-11-04,2625.0
2023-11-05,2625.0
2023-11-06,2725.0
2023-11-07,2250.0
2023-11-08,2250.0
2023-11-09,2875.0
2023-11-10,3400.0
2023-11-11,2725.0
2023-11-12,3250.0
2023-11-13,2700.0
2023-11-14,2475.0
2023-11-15,1750.0
2023-11-16,2375.0
2023-11-17,2375.0
2023-11-18,2175.0
2023-11-19,2125.0
2023-11-20,2125.0
2023-11-21,2625.0
2023-11-22,2250.0
2023-11-23,2375.0
2023-11-24,2250.0
2023-11-25,2725.0
2023-11-26,2250.0
2023-11-27,2250.0
2023-11-28,3200.0
2023-11-29,2250.0
2023-11-30,2725.0
2023-12-01,2825.0
2023-12-02,2625.0
2023-12-03,2625.0
2023-12-04,2400.0
2023-12-05,1925.0
2023-12-06,1250.0
2023-12-07,2325.0
2023-12-08,1625.0
2023-12-09,2125.0
2023-12-10,1825.0
2023-12-11,1825.0
2023-12-12,2250.0
2023-12-13,1800.0
2023-12-14,2125.0
2023-12-15,2150.0
2023-12-16,2425.0
2023-12-17,2275.0
2023-12-18,2175.0
2023-12-19,1925.0
2023-12-20,1750.0
2023-12-21,1975.0
2023-12-22,1975.0
2023-12-23,2400.0
2023-12-24,2362.5
2023-12-25,2325.0
2023-12-26,2287.5
2023-12-27,2250.0
2023-12-28,2175.0
2023-12-29,1750.0
2023-12-30,2125.0
2023-12-31,2175.0
2024-01-01,2281.25
2024-01-02,2387.5
2024-01-03,2493.75
2024-01-04,2600.0
2024-01-05,2600.0
2024-01-06,2500.0
2024-01-07,2600.0
2024-01-08,2600.0
2024-01-09,2600.0
2024-01-10,2600.0
2024-01-11,2600.0
2024-01-12,2500.0
2024-01-13,2400.0
2024-01-14,2500.0
2024-01-15,2600.0
2024-01-16,2500.0
2024-01-17,2500.0
2024-01-18,2500.0
2024-01-19,2500.0
2024-01-20,2500.0
2024-01-21,2500.0
2024-01-22,2500.0
2024-01-23,2600.0
2024-01-24,2700.0
2024-01-25,2800.0
2024-01-26,2400.0
2024-01-27,2400.0
2024-01-28,2400.0
2024-01-29,2600.0
2024-01-30,2200.0
2024-01-31,2400.0
2024-02-01,2600.0
2024-02-02,3000.0
2024-02-03,3000.0
2024-02-04,3000.0
2024-02-05,3000.0
2024-02-06,3000.0
2024-02-07,3000.0
2024-02-08,3000.0
2024-02-09,2600.0
2024-02-10,2600.0
2024-02-11,2466.6666666666665
2024-02-12,2333.3333333333335
2024-02-13,2200.0
2024-02-14,2200.0
2024-02-15,2200.0
2024-02-16,1800.0
2024-02-17,1800.0
2024-02-18,1800.0
2024-02-19,2200.0
2024-02-20,2000.0
2024-02-21,2000.0
2024-02-22,2000.0
2024-02-23,1800.0
2024-02-24,1800.0
2024-02-25,1800.0
2024-02-26,1800.0
2024-02-27,1600.0
2024-02-28,1500.0
2024-02-29,1400.0
2024-03-01,1400.0
